-3189.11,-57.2264,2.16445
-3098.9,-40.7402,4.1006
-3098.9,-40.7402,4.02909
-2923.96,-11.7142,5.04513
-2923.96,-11.7142,4.97968
-2923.96,-11.7142,4.97968
-2753.24,15.5545,5.24805
-2753.24,15.5545,5.18207
-2587.96,41.1212,5.25598
-2510.89,55.3502,5.2369
-2424.21,71.451,5.20924
-2342.45,82.783,5.17326
-2265.86,94.3969,5.13431
-2185.66,107.444,5.1547
-2185.66,107.444,5.08905
-2185.66,107.444,5.08905
-2034.34,132.654,5.0278
-2034.34,132.654,4.95928
-1882.74,162.554,4.9541
-1809.11,172.826,4.88495
-1737.43,180.967,4.82027
-1663.34,192.805,4.76526
-1663.34,192.805,4.76526
-1595.23,204.804,4.70526
-1521.72,215.501,4.6412
-1521.72,215.501,4.57558
-1383.59,239.251,4.51284
-1316.3,251.844,4.44852
-1316.3,251.844,4.44852
-1248.46,260.971,4.38046
-1184.38,273.72,4.32008
-1121.03,283.823,4.25678
-1056.22,293.75,4.21019
-991.127,304.89,4.15209
-991.127,304.89,4.15209
-926.689,313.653,4.11623
-866.765,324.473,4.11413
-800.709,336.294,4.10992
-742.344,347.03,4.10461
-682.644,353.93,4.10104
-682.644,353.93,4.10104
-682.644,353.93,4.09591
-567.769,371.26,4.09061
-514.173,383.082,4.0836
-455.201,391.429,4.07665
-455.201,391.429,4.07665
-400.11,402.718,4.06895
-342.772,412.248,4.06162
-288.666,418.238,4.05445
-233.362,427.901,4.04625
-175.664,439.225,4.03692
-123.357,448.042,4.02924
-123.357,448.042,4.02924
-66.967,454.701,4.02197
-6.21077,463.767,4.01315
48.5789,474.988,4.00324
104.018,482.099,3.99517
104.018,482.099,3.99517
210.849,501.45,3.97939
268.019,508.622,3.9714
323.938,517.871,3.96362
323.938,517.871,3.9582
323.938,517.871,3.9582
432.488,536.951,3.94764
485.337,546.679,3.94157
544.945,553.909,3.93505
599.048,564.861,3.92265
654.835,570.745,3.90039
654.835,570.745,3.90039
704.797,578.861,3.89064
761.69,589.275,3.8799
816.423,595.645,3.8656
870.992,608.51,3.85583
928.547,615.204,3.81615
928.547,615.204,3.81615
981.902,627.554,3.80851
1034.16,634.634,3.80181
1087.05,644.539,3.7933
1144.23,651.815,3.78668
1197.24,660.471,3.78148
1197.24,660.471,3.78148
1253.16,673.23,3.77118
1299.88,678.295,3.76308
1354.81,686.206,3.75628
1410.67,695.576,3.74921
1469.03,702.447,3.74222
1515.99,712.995,3.73413
1515.99,712.995,3.73413
1570.6,717.521,3.72631
1627.7,729.788,3.71921
1677.46,739.643,3.71114
1732.58,747.707,3.70337
1732.58,747.707,3.70337
1836.28,765.556,3.68866
1888.68,769.303,3.68121
1943,782.206,3.67374
1996.91,790.595,3.66494
1996.91,790.595,3.66494
2050.95,801.611,3.65732
2101.03,805.554,3.64832
2153.28,818.82,3.62802
2204.4,824.855,3.6217
2256.58,832.821,3.61632
2256.58,832.821,3.61632
2312.17,841.215,3.61094
2363.32,850,3.60339
2418.24,860.547,3.59592
2466.7,869.158,3.58839
2520.35,874.699,3.57759
2520.35,874.699,3.57759
2569.58,882.218,3.56982
2621.91,893.002,3.55032
2676.21,902.431,3.54303
2725.45,907.724,3.53294
2778.08,920.031,3.50011
2778.08,920.031,3.50011
2830.95,925.231,3.49311
2883.66,934.102,3.48325
2932.87,943.979,3.47593
2984.84,950.422,3.46962
3032.87,960.657,3.46549
3032.87,960.657,3.46549
3084.28,968.171,3.46036
3137.01,975.964,3.45443
3190.47,985.763,3.45007
3240.05,991.892,3.4449
3292.87,1003.25,3.43953
3292.87,1003.25,3.43953
3337.4,1010.05,3.43475
3393.33,1017.41,3.43192
3441.9,1025.66,3.42697
3492.16,1034.36,3.42224
3544.33,1044.65,3.41552
3544.33,1044.65,3.41552
3591.2,1050.45,3.41034
3644.15,1059.37,3.40504
3693.75,1068.49,3.39902
3742.94,1077.18,3.39394
3791.41,1082.37,3.38874
3791.41,1082.37,3.38874
3844.48,1092.15,3.38171
3895.99,1102.35,3.37633
3946.92,1108.25,3.37044
3993.6,1116.21,3.36528
3993.6,1116.21,3.36008
4089.9,1133.12,3.35497
4139.35,1140.23,3.34844
4193.15,1150.07,3.34306
4239.69,1154.81,3.33712
4289.58,1163.8,3.33203
4338.77,1173.27,3.32584
4338.77,1173.27,3.32584
4388.32,1180.03,3.32058
4436.64,1189.31,3.3144
4486.86,1193.92,3.30909
4534.61,1203.59,3.30402
4580.42,1210.35,3.2988
4580.42,1210.35,3.2988
4633.52,1222.39,3.32048
4680.54,1227.45,3.31028
4726.04,1235.81,3.29923
4726.04,1235.81,3.29923
4776.44,1251.76,3.10524
4776.44,1251.76,3.10524
4770.12,1262.25,2.82905
4770.12,1262.25,2.82905
4753.86,1276.97,2.251
4743.13,1280.05,1.78914
4729.32,1289.22,1.38553
4729.32,1289.22,1.38553
4714.75,1296.07,1.0323
4698.11,1299.17,0.731346
4698.11,1299.17,0.731346
4638.15,1312.06,0.549942
4638.15,1312.06,0.549942
4614.79,1316.36,0.757048
4598.13,1320.44,0.943709
4597.07,1330.44,1.05216
4595.63,1335.47,1.08987
4595.63,1335.47,1.08987
4589.78,1342.02,1.09213
4584.6,1352.39,1.0674
4575.51,1357.6,1.03374
4567.95,1357.91,0.984325
4553.31,1365.77,0.952503
4553.31,1365.77,0.952503
4549.53,1371.17,0.905123
4545.26,1378.16,0.850482
4536.49,1388.08,0.809193
4527.99,1392.94,0.775433
4520.46,1400.53,0.745788
4511.48,1404.59,0.720681
4511.48,1404.59,0.720681
