-2725.45,-10.3249,2.09176
-2725.45,-10.3249,2.09176
-2584.56,-8.6831,5.62605
-2584.56,-8.6831,5.55867
-2310.61,-5.49164,7.59045
-2310.61,-5.49164,7.52156
-2310.61,-5.49164,7.52156
-2040.3,-2.34321,8.07999
-2040.3,-2.34321,8.01417
-1773.33,0.765664,8.22275
-1646.43,2.2432,8.26874
-1517.75,3.74124,8.2715
-1386.87,5.26477,8.25493
-1261.24,6.72699,8.22993
-1133.16,8.21747,8.19667
-1000.1,9.76583,8.15598
-879.162,11.1729,8.117
-752.355,12.648,8.07157
-752.355,12.648,8.07157
-631.013,14.0595,8.02603
-501.504,15.5657,7.97386
-379.599,16.9833,7.92355
-261.243,18.3594,7.87313
-141.855,19.7474,7.8204
-141.855,19.7474,7.8204
-23.4666,21.1235,7.86867
96.2648,22.5151,7.80151
215.705,23.9031,7.7332
336.539,25.307,7.67528
450.284,26.6284,7.61828
450.284,26.6284,7.61828
562.379,27.9305,7.5531
681.714,29.3165,7.48953
794.566,30.6269,7.42177
902.389,31.8788,7.36795
1018.93,33.2316,7.29762
1018.93,33.2316,7.29762
1124.56,34.4577,7.24456
1238.36,35.7782,7.17579
1345.74,37.0242,7.11003
1459.61,38.3452,7.04435
1562.93,39.5436,6.99063
1562.93,39.5436,6.99063
1668.7,40.7701,6.92363
1776.93,42.0251,6.85768
1881.62,43.2387,6.79024
1981.8,44.3998,6.7314
2085.34,45.5996,6.67025
2191.61,46.831,6.60596
2289.57,47.9657,6.54653
2390.39,49.1333,6.48404
2488.3,50.2671,6.41762
2587.11,51.4109,6.35678
2587.11,51.4109,6.35678
2688.24,52.5815,6.30657
2787.28,53.7276,6.30941
2877.44,54.7707,6.30393
2978.57,55.9404,6.30341
3071.71,57.0175,6.29821
3071.71,57.0175,6.29821
3163.11,58.0741,6.30085
3257.52,59.1654,6.30143
3344.61,60.1717,6.30214
3437.94,61.2499,6.30008
3525.5,62.2612,6.29498
3525.5,62.2612,6.29498
3618.39,63.3342,6.28942
3704.2,64.3252,6.28408
3798.04,65.4092,6.27636
3886.97,66.4364,6.27116
3974.54,67.4477,6.26059
3974.54,67.4477,6.26059
4068.11,68.5285,6.25511
4153.86,69.519,6.24359
4245.57,70.5782,6.23593
4335.83,71.6208,6.22872
4426.32,72.666,6.21917
4426.32,72.666,6.21917
4512.28,73.6588,6.21221
4603.06,74.7074,5.94965
4655.27,75.7417,5.83203
4649.71,82.3287,5.45093
4641.14,89.219,4.90086
4641.14,89.219,4.90086
4631.38,95.7601,4.26628
4618.94,102.878,3.55697
4618.94,102.878,3.55697
4603.04,115.859,2.50032
4603.04,115.859,2.50032
4600.09,122.102,1.74688
4595.57,128.106,1.1876
4589.49,134.018,0.768061
4580.8,156.282,0.518474
4581.11,161.266,0.576356
4582.16,165.905,0.602915
4584.03,170.589,0.599043
4586.57,174.925,0.571248
4586.57,174.925,0.571248
4589.76,178.998,0.526983
